key,manual_tier,rating,tier_pin,tier_note,name,pos,team,total,ppg,Bye,Age,PaYds,PaTD,INT,RuAtt,RuYds,RuTD,Tgt,Rec,ReYds,ReTD,Tgt%,Rush%,RZTgt,FGM,FGA,XPM,DefPA,DefSk,DefINT,DefTD,TmYds,TmYdsRk,TmPlays,TmPlaysRk,TmRush,TmRushRk,TmPass,TmPassRk,price
p00-0037276,11,38.81,11,,Ty Chandler,RB,NO,7.3,2.43,8,28,,,,17,47,0,4,3,11,0,4.4,19.1,2,,,,,,,,5630,22,1075,11,1603,28,4027,10,
p00-0036626,11,38.6,11,,Dyami Brown,WR,WAS,39.7,3.61,7,26,,,,,,,37,20,227,1,9.9,1.9,9,,,,,,,,5619,23,990,27,2290,4,3329,24,
pBRA836631,11,36.96,11,,Chris Brazzell II,WR,CAR,0.0,0.0,5,,,,,,,,,,,,,,,,,,,,,,5281,27,1011,22,1977,19,3304,27,
p00-0037258,11,36.82,11,,Dameon Pierce,RB,PHI,3.6,0.72,10,26,,,,14,36,0,1,0,0,0,0.7,9.9,0,,,,,,,,5486,24,1010,25,1988,18,3498,23,
p00-0035535,11,35.33,11,,Darius Slayton,WR,NYG,76.3,5.45,8,29,,,,,,,63,37,538,1,15.5,0.0,8,,,,,,,,5898,15,1085,8,2195,5,3703,21,
p00-0038551,11,34.83,11,,Kendre Miller,RB,NO,30.8,4.4,8,24,,,,47,193,1,5,5,30,0,2.1,24.5,0,,,,,,,,5630,22,1075,11,1603,28,4027,10,
p00-0038104,11,33.69,11,,Tyquan Thornton,WR,KC,71.3,5.94,5,26,,,,,,,37,19,438,3,9.0,0.0,4,,,,,,,,5759,20,1061,15,1812,25,3947,16,
p00-0038440,11,32.84,11,,Zavier Scott,RB,MIN,32.2,2.93,6,27,,,,32,114,0,16,14,98,1,4.4,12.4,3,,,,,,,,5049,28,954,30,1841,23,3208,30,
p00-0036182,11,32.06,11,,Nick Westbrook-Ikhine,WR,IND,14.4,1.11,13,29,,,,,,,20,11,89,0,5.2,0.0,2,,,,,,,,6092,9,1018,20,2007,17,4085,8,
p00-0039921,11,30.85,11,,Trey Benson,RB,ARI,28.9,7.23,14,24,,,,29,160,0,16,13,64,0,12.9,31.5,2,,,,,,,,5937,14,1074,12,1583,31,4354,5,
p00-0040782,11,30.42,11,,Isaiah Bond,WR,CLE,45.7,3.05,11,22,,,,,,,44,18,338,0,9.3,1.3,4,,,,,,,,4801,31,1030,19,1649,27,3152,31,
p00-0036020,11,28.86,11,,Salvon Ahmed,RB,CHI,0.0,0.0,10,27,,,,,,,,,,,,,,,,,,,,,6442,6,1103,2,2451,3,3991,12,
p00-0039052,11,28.79,11,,Trey Palmer,WR,NO,0.0,0.0,8,25,,,,,,,,,,,,,,,,,,,,,5630,22,1075,11,1603,28,4027,10,
p00-0039342,11,27.15,11,,Xavier Legette,WR,CAR,71.8,4.79,5,25,,,,,,,64,35,363,3,14.3,0.4,12,,,,,,,,5281,27,1011,22,1977,19,3304,27,
p00-0039021,11,26.87,11,,Roschon Johnson,RB,CHI,1.7,0.28,10,25,,,,2,17,0,0,0,0,0,0.0,1.0,0,,,,,,,,6442,6,1103,2,2451,3,3991,12,
p00-0039880,11,25.52,11,,Malik Washington,WR,MIA,87.7,5.16,6,25,,,,,,,65,46,317,3,14.4,4.7,11,,,,,,,,5366,26,949,31,2044,13,3322,25,
p00-0039794,11,24.88,11,,Braelon Allen,RB,NYJ,14.3,3.58,13,22,,,,18,76,1,3,2,17,0,2.6,16.3,2,,,,,,,,4880,29,1010,24,2096,10,2784,32,
p00-0037801,11,23.89,11,,KaVontae Turpin,WR,DAL,71.5,4.77,14,30,,,,,,,38,26,396,2,6.9,4.5,5,,,,,,,,6871,1,1120,1,2136,9,4735,1,
p00-0039373,11,22.89,11,,Audric Estimé,RB,NO,42.1,8.42,8,23,,,,46,198,1,13,12,103,0,7.3,36.6,0,,,,,,,,5630,22,1075,11,1603,28,4027,10,
p00-0039751,11,22.25,11,,Jordan Whittington,WR,LA,27.3,1.82,11,25,,,,,,,25,18,171,0,5.1,0.7,1,,,,,,,,6859,2,1086,7,2152,7,4707,2,
p00-0040202,11,20.9,11,,Devin Neal,RB,NO,51.5,5.72,8,23,,,,57,206,2,19,17,104,0,6.1,23.5,1,,,,,,,,5630,22,1075,11,1603,28,4027,10,
p00-0040669,11,20.62,11,,Isaac TeSlaa,WR,DET,67.9,4.85,6,24,,,,,,,27,16,239,6,5.7,0.0,11,,,,,,,,6608,5,1063,14,2041,14,4567,3,
p00-0040729,11,18.98,11,,Jack Bech,WR,LV,32.4,2.31,13,23,,,,,,,29,20,224,0,8.0,0.0,4,,,,,,,,4632,32,948,32,1317,32,3315,26,
p00-0032104,11,18.91,11,,Ameer Abdullah,RB,JAX,29.9,2.3,7,33,,,,14,60,1,17,16,99,0,4.3,4.4,1,,,,,,,,5982,11,1093,4,1956,20,4026,11,
p00-0039424,11,17.35,11,,Devaughn Vele,WR,NO,53.8,5.98,8,28,,,,,,,39,25,293,2,13.3,0.0,5,,,,,,,,5630,22,1075,11,1603,28,4027,10,
p00-0038794,11,16.92,11,,Jaleel McLaughlin,RB,DEN,29.4,3.68,10,25,,,,37,187,1,6,4,27,0,2.6,18.6,0,,,,,,,,5949,12,1092,5,2018,16,3931,17,
p00-0033307,11,15.71,11,,Kendrick Bourne,WR,ARI,73.6,5.26,14,31,,,,,,,53,37,551,0,10.8,0.0,2,,,,,,,,5937,14,1074,12,1583,31,4354,5,
p00-0036924,11,14.93,11,,Michael Carter,RB,TEN,82.5,6.35,9,27,,,,92,333,1,45,33,267,0,9.2,34.3,7,,,,,,,,4830,30,1004,26,1589,30,3241,29,
p00-0037666,11,14.08,11,,Jalen Tolbert,WR,MIA,35.3,2.94,6,27,,,,,,,34,18,203,1,7.6,0.0,5,,,,,,,,5366,26,949,31,2044,13,3322,25,
p00-0039874,11,12.94,11,,Jaylen Wright,RB,MIA,45.7,5.08,6,23,,,,70,288,2,9,5,44,0,4.1,24.2,0,,,,,,,,5366,26,949,31,2044,13,3322,25,
p00-0039890,11,12.44,11,,Adonai Mitchell,WR,NYJ,71.4,4.46,13,23,,,,,,,74,33,453,2,15.3,0.2,8,,,,,,,,4880,29,1010,24,2096,10,2784,32,
p00-0033955,11,10.95,11,,Jeremy McNichols,RB,WAS,58.2,3.64,7,30,,,,44,221,1,31,25,196,0,7.8,9.0,3,,,,,,,,5619,23,990,27,2290,4,3329,24,
p00-0032775,11,10.81,11,,Demarcus Robinson,WR,SF,45.2,3.23,8,31,,,,,,,35,22,276,1,7.6,0.2,4,,,,,,,,6135,8,1082,10,1817,24,4318,6,
p00-0038619,11,9.17,11,,Andrei Iosivas,WR,CIN,73.4,4.89,6,26,,,,,,,58,33,435,2,10.2,1.2,7,,,,,,,,5835,18,1057,16,1591,29,4244,7,
p00-0040078,11,8.96,11,,Brashard Smith,RB,KC,50.8,2.99,5,23,,,,44,151,0,35,25,172,1,6.6,9.1,7,,,,,,,,5759,20,1061,15,1812,25,3947,16,
p00-0035208,11,7.54,11,,Olamide Zaccheaus,WR,ATL,65.3,4.66,11,29,,,,,,,65,39,313,2,14.7,1.0,13,,,,,,,,5841,17,1048,17,2138,8,3703,20,
p00-0037746,11,6.97,11,,Brian Robinson,RB,ATL,58.5,3.44,11,27,,,,92,400,2,12,8,25,0,2.1,18.3,4,,,,,,,,5841,17,1048,17,2138,8,3703,20,
p00-0036849,11,5.9,11,,Tutu Atwell,WR,MIA,28.2,3.52,6,26,,,,,,,15,6,192,1,4.9,0.0,1,,,,,,,,5366,26,949,31,2044,13,3322,25,
pBLA097235,11,4.98,11,,Kaelon Black,RB,SF,0.0,0.0,8,,,,,,,,,,,,,,,,,,,,,,6135,8,1082,10,1817,24,4318,6,
p00-0038612,11,4.27,11,,A.T. Perry,WR,PIT,0.0,0.0,9,26,,,,,,,,,,,,,,,,,,,,,5388,25,988,28,1756,26,3632,22,
p00-0039363,11,2.99,11,,Isaac Guerendo,RB,SF,0.0,0.0,8,26,,,,0,0,0,0,0,0,0,0.0,0.0,0,,,,,,,,6135,8,1082,10,1817,24,4318,6,
p00-0039792,11,2.63,11,,Devontez Walker,WR,BAL,34.6,4.33,13,25,,,,,,,8,6,136,3,4.3,0.0,1,,,,,,,,5940,13,974,29,2662,2,3278,28,
p00-0034975,11,1.0,11,,Justice Hill,RB,BAL,54.7,5.47,13,28,,,,18,93,2,27,21,169,1,10.0,6.9,1,,,,,,,,5940,13,974,29,2662,2,3278,28,
p00-0036259,11,1.0,11,,Jauan Jennings,WR,MIN,143.8,9.59,6,29,,,,,,,90,55,643,9,19.9,0.0,22,,,,,,,,5049,28,954,30,1841,23,3208,30,
